2011,1,10,1000000.0
2011,1,11,998785.0
2011,1,12,1002940.0
2011,1,13,1004815.0
2011,1,14,1009415.0
2011,1,18,1011935.0
2011,1,19,1031495.0
2011,1,20,1031935.0
2011,1,21,1030775.0
2011,1,24,1046815.0
2011,1,25,1053855.0
2011,1,26,1052295.0
2011,1,27,1052705.0
2011,1,28,1029665.0
2011,1,31,1039875.0
2011,2,1,1056635.0
2011,2,2,1056595.0
2011,2,3,1055505.0
2011,2,4,1058775.0
2011,2,7,1062765.0
2011,2,8,1076175.0
2011,2,9,1070495.0
2011,2,10,1065755.0
2011,2,11,1072855.0
2011,2,14,1074065.0
2011,2,15,1068585.0
2011,2,16,1070815.0
2011,2,17,1075135.0
2011,2,18,1082315.0
2011,2,22,1051165.0
2011,2,23,1045355.0
2011,2,24,1045175.0
2011,2,25,1052275.0
2011,2,28,1054075.0
2011,3,1,1033995.0
2011,3,2,1034745.0
2011,3,3,1056475.0
2011,3,4,1053577.0
2011,3,7,1050247.0
2011,3,8,1054369.0
2011,3,9,1060651.0
2011,3,10,1053919.0
2011,3,11,1054639.0
2011,3,14,1052803.0
2011,3,15,1048645.0
2011,3,16,1038079.0
2011,3,17,1040149.0
2011,3,18,1043155.0
2011,3,21,1046287.0
2011,3,22,1046863.0
2011,3,23,1049545.0
2011,3,24,1050445.0
2011,3,25,1054189.0
2011,3,28,1052767.0
2011,3,29,1055431.0
2011,3,30,1056691.0
2011,3,31,1055755.0
2011,4,1,1057861.0
2011,4,4,1057825.0
2011,4,5,1057375.0
2011,4,6,1057465.0
2011,4,7,1058059.0
2011,4,8,1057483.0
2011,4,11,1057303.0
2011,4,12,1056079.0
2011,4,13,1057303.0
2011,4,14,1059085.0
2011,4,15,1061263.0
2011,4,18,1060795.0
2011,4,19,1059841.0
2011,4,20,1058707.0
2011,4,21,1064899.0
2011,4,25,1063837.0
2011,4,26,1065277.0
2011,4,27,1068571.0
2011,4,28,1069291.0
2011,4,29,1068931.0
2011,5,2,1071685.0
2011,5,3,1072963.0
2011,5,4,1065703.0
2011,5,5,1058773.0
2011,5,6,1062568.0
2011,5,9,1063261.0
2011,5,10,1067386.0
2011,5,11,1064548.0
2011,5,12,1073392.0
2011,5,13,1065901.0
2011,5,16,1062469.0
2011,5,17,1067782.0
2011,5,18,1067584.0
2011,5,19,1068079.0
2011,5,20,1066693.0
2011,5,23,1060555.0
2011,5,24,1059664.0
2011,5,25,1058905.0
2011,5,26,1057057.0
2011,5,27,1058080.0
2011,5,31,1062700.0
2011,6,1,1055044.0
2011,6,2,1053526.0
2011,6,3,1050160.0
2011,6,6,1050160.0
2011,6,7,1050160.0
2011,6,8,1050160.0
2011,6,9,1050160.0
2011,6,10,1050160.0
2011,6,13,1050988.0
2011,6,14,1057972.0
2011,6,15,1051168.0
2011,6,16,1049272.0
2011,6,17,1043416.0
2011,6,20,1037512.0
2011,6,21,1049440.0
2011,6,22,1046224.0
2011,6,23,1056520.0
2011,6,24,1050688.0
2011,6,27,1057492.0
2011,6,28,1061344.0
2011,6,29,1059880.0
2011,6,30,1061824.0
2011,7,1,1070896.0
2011,7,5,1078276.0
2011,7,6,1081060.0
2011,7,7,1087552.0
2011,7,8,1090552.0
2011,7,11,1083736.0
2011,7,12,1083436.0
2011,7,13,1088536.0
2011,7,14,1088236.0
2011,7,15,1096780.0
2011,7,18,1107388.0
2011,7,19,1111036.0
2011,7,20,1123048.0
2011,7,21,1123504.0
2011,7,22,1130692.0
2011,7,25,1136908.0
2011,7,26,1142776.0
2011,7,27,1129840.0
2011,7,28,1128916.0
2011,7,29,1127320.0
2011,8,1,1134808.0
2011,8,2,1126238.35
2011,8,3,1130124.0
2011,8,4,1113268.75
2011,8,5,1108697.15
2011,8,8,1086129.25
2011,8,9,1109474.8
2011,8,10,1098492.8
2011,8,11,1109723.2
2011,8,12,1113569.0
2011,8,15,1121596.7
2011,8,16,1119095.35
2011,8,17,1119369.1
2011,8,18,1103739.95
2011,8,19,1092531.75
2011,8,22,1092625.0
2011,8,23,1111985.25
2011,8,24,1114823.4
2011,8,25,1112062.15
2011,8,26,1123471.05
2011,8,29,1130430.95
2011,8,30,1130365.85
2011,8,31,1124183.55
2011,9,1,1120112.85
2011,9,2,1112194.15
2011,9,6,1119144.45
2011,9,7,1123496.7
2011,9,8,1123697.55
2011,9,9,1116297.6
2011,9,12,1118947.75
2011,9,13,1124572.75
2011,9,14,1130024.5
2011,9,15,1133815.55
2011,9,16,1142600.95
2011,9,19,1155897.5
2011,9,20,1158071.7
2011,9,21,1156920.35
